assay,value,cell_line,inhibitor,ASA,FU,replicate
Lactate,1.41227,HT29,3-MA,0,75,1
Lactate,1.54338,HT29,3-MA,0,75,2
Lactate,1.57257,HT29,3-MA,0,75,3
Lactate,1.68899,HT29,3-MA,0,75,4
Lactate,1.4677,HT29,3-MA,2.5,0,1
Lactate,1.6784,HT29,3-MA,2.5,0,2
Lactate,1.43095,HT29,3-MA,2.5,0,3
Lactate,1.44461,HT29,3-MA,2.5,0,4
Lactate,1.60941,HT29,3-MA,2.5,50,1
Lactate,1.65702,HT29,3-MA,2.5,50,2
Lactate,1.58319,HT29,3-MA,2.5,50,3
Lactate,1.69061,HT29,3-MA,2.5,50,4
Lactate,1.60564,HT29,3-MA,2.5,75,1
Lactate,1.4937,HT29,3-MA,2.5,75,2
Lactate,1.53254,HT29,3-MA,2.5,75,3
Lactate,1.59207,HT29,3-MA,2.5,75,4
Lactate,1.60435,HT29,3-MA,5,0,1
Lactate,1.3776,HT29,3-MA,5,0,2
Lactate,1.73129,HT29,3-MA,5,0,3
Lactate,1.65486,HT29,3-MA,5,0,4
Lactate,1.46747,HT29,3-MA,5,50,1
Lactate,1.52429,HT29,3-MA,5,50,2
Lactate,1.47338,HT29,3-MA,5,50,3
Lactate,1.43869,HT29,3-MA,5,50,4
Lactate,1.71044,HT29,3-MA,5,75,1
Lactate,1.71927,HT29,3-MA,5,75,2
Lactate,1.63514,HT29,3-MA,5,75,3
Lactate,1.62826,HT29,3-MA,5,75,4
Lactate,1.35567,HT29,CQ,0,0,1
Lactate,1.32278,HT29,CQ,0,0,2
Lactate,1.29777,HT29,CQ,0,0,3
Lactate,1.17997,HT29,CQ,0,0,4
Lactate,1.32377,HT29,CQ,0,50,1
Lactate,1.49046,HT29,CQ,0,50,2
Lactate,1.51417,HT29,CQ,0,50,3
Lactate,1.48905,HT29,CQ,0,50,4
Lactate,1.52882,HT29,CQ,0,75,1
Lactate,1.41886,HT29,CQ,0,75,2
Lactate,1.62569,HT29,CQ,0,75,3
Lactate,1.4446,HT29,CQ,0,75,4
Lactate,1.44188,HT29,CQ,2.5,0,1
Lactate,1.48561,HT29,CQ,2.5,0,2
Lactate,1.33607,HT29,CQ,2.5,0,3
Lactate,1.32522,HT29,CQ,2.5,0,4
Lactate,1.77839,HT29,CQ,2.5,50,1
Lactate,1.61923,HT29,CQ,2.5,50,2
Lactate,1.64456,HT29,CQ,2.5,50,3
Lactate,1.33326,HT29,CQ,2.5,50,4
Lactate,1.564,HT29,CQ,2.5,75,1
Lactate,1.58402,HT29,CQ,2.5,75,2
Lactate,1.64398,HT29,CQ,2.5,75,3
Lactate,1.41434,HT29,CQ,2.5,75,4
Lactate,1.49805,HT29,CQ,5,0,1
Lactate,1.54978,HT29,CQ,5,0,2
Lactate,1.53038,HT29,CQ,5,0,3
Lactate,1.58386,HT29,CQ,5,0,4
Lactate,1.66455,HT29,CQ,5,50,1
Lactate,1.6689,HT29,CQ,5,50,2
Lactate,1.61584,HT29,CQ,5,50,3
Lactate,1.6661,HT29,CQ,5,50,4
Lactate,1.88563,HT29,CQ,5,75,1
Lactate,1.71435,HT29,CQ,5,75,2
Lactate,1.89644,HT29,CQ,5,75,3
Lactate,1.81996,HT29,CQ,5,75,4
Size,129.89763,HCT116,None,0,0,1
Size,91.27111,HCT116,None,0,0,2
Size,129.06254,HCT116,None,0,0,3
Size,105.17797,HCT116,None,0,0,4
Size,130.73685,HCT116,None,0,0,5
Size,101.38333,HCT116,None,0,0,6
Size,116.3844,HCT116,None,0,0,7
Size,132.05934,HCT116,None,0,0,8
Size,123.18027,HCT116,None,0,0,9
Size,125.95145,HCT116,None,0,0,10
Size,125.28898,HCT116,None,0,0,11
Size,117.76513,HCT116,None,0,0,12
Size,129.84723,HCT116,None,0,50,1
Size,90.09075,HCT116,None,0,50,2
Size,106.6073,HCT116,None,0,50,3
Size,85.03087,HCT116,None,0,50,4
Size,101.18141,HCT116,None,0,50,5
Size,110.1546,HCT116,None,0,50,6
Size,113.08955,HCT116,None,0,50,7
Size,85.03199,HCT116,None,0,50,8
Size,105.1799,HCT116,None,0,50,9
Size,102.42252,HCT116,None,0,50,10
Size,73.3671,HCT116,None,0,50,11
Size,126.57101,HCT116,None,0,50,12
Size,91.37251,HCT116,None,0,75,1
Size,105.8839,HCT116,None,0,75,2
Size,76.14149,HCT116,None,0,75,3
Size,98.7223,HCT116,None,0,75,4
Size,87.99257,HCT116,None,0,75,5
Size,109.69371,HCT116,None,0,75,6
Size,90.20802,HCT116,None,0,75,7
Size,94.5399,HCT116,None,0,75,8
Size,105.17712,HCT116,None,0,75,9
Size,119.71408,HCT116,None,0,75,10
Size,92.97064,HCT116,None,0,75,11
Size,115.47219,HCT116,None,0,75,12
Size,123.04787,HCT116,None,2.5,0,1
Size,109.89679,HCT116,None,2.5,0,2
Size,118.85597,HCT116,None,2.5,0,3
Size,103.47418,HCT116,None,2.5,0,4
Size,118.77914,HCT116,None,2.5,0,5
Size,97.91176,HCT116,None,2.5,0,6
Size,90.16352,HCT116,None,2.5,0,7
Size,107.80861,HCT116,None,2.5,0,8
Size,112.9405,HCT116,None,2.5,0,9
Size,103.12508,HCT116,None,2.5,0,10
Size,125.99927,HCT116,None,2.5,0,11
Size,111.50884,HCT116,None,2.5,0,12
Size,101.27847,HCT116,None,2.5,50,1
Size,108.61522,HCT116,None,2.5,50,2
Size,95.04732,HCT116,None,2.5,50,3
Size,86.57165,HCT116,None,2.5,50,4
Size,96.84928,HCT116,None,2.5,50,5
Size,88.89724,HCT116,None,2.5,50,6
Size,98.51408,HCT116,None,2.5,50,7
Size,79.55517,HCT116,None,2.5,50,8
Size,102.37246,HCT116,None,2.5,50,9
Size,95.41699,HCT116,None,2.5,50,10
Size,89.80197,HCT116,None,2.5,50,11
Size,74.32076,HCT116,None,2.5,50,12
Size,77.31444,HCT116,None,2.5,75,1
Size,83.01684,HCT116,None,2.5,75,2
Size,85.37775,HCT116,None,2.5,75,3
Size,118.6008,HCT116,None,2.5,75,4
Size,56.19134,HCT116,None,2.5,75,5
Size,109.782,HCT116,None,2.5,75,6
Size,61.70227,HCT116,None,2.5,75,7
Size,107.3078,HCT116,None,2.5,75,8
Size,85.22423,HCT116,None,2.5,75,9
Size,93.63304,HCT116,None,2.5,75,10
Size,99.36275,HCT116,None,2.5,75,11
Size,107.58352,HCT116,None,2.5,75,12
Size,91.54958,HCT116,None,5,0,1
Size,95.87208,HCT116,None,5,0,2
Size,95.24595,HCT116,None,5,0,3
Size,79.48066,HCT116,None,5,0,4
Size,113.98214,HCT116,None,5,0,5
Size,107.07418,HCT116,None,5,0,6
Size,99.51911,HCT116,None,5,0,7
Size,92.25413,HCT116,None,5,0,8
Size,85.00982,HCT116,None,5,0,9
Size,106.2063,HCT116,None,5,0,10
Size,88.3275,HCT116,None,5,0,11
Size,99.29044,HCT116,None,5,0,12
Size,101.34499,HCT116,None,5,50,1
Size,99.8304,HCT116,None,5,50,2
Size,95.33949,HCT116,None,5,50,3
Size,93.78721,HCT116,None,5,50,4
Size,94.252,HCT116,None,5,50,5
Size,90.4046,HCT116,None,5,50,6
Size,83.94286,HCT116,None,5,50,7
Size,85.59617,HCT116,None,5,50,8
Size,68.30952,HCT116,None,5,50,9
Size,111.05063,HCT116,None,5,50,10
Size,79.80757,HCT116,None,5,50,11
Size,81.87844,HCT116,None,5,50,12
Size,91.48651,HCT116,None,5,75,1
Size,81.3124,HCT116,None,5,75,2
Size,76.82699,HCT116,None,5,75,3
Size,71.42521,HCT116,None,5,75,4
Size,101.97938,HCT116,None,5,75,5
Size,105.2084,HCT116,None,5,75,6
Size,83.77249,HCT116,None,5,75,7
Size,82.58049,HCT116,None,5,75,8
Size,61.3885,HCT116,None,5,75,9
Size,79.92295,HCT116,None,5,75,10
Size,80.16137,HCT116,None,5,75,11
Size,76.73698,HCT116,None,5,75,12
Size,107.32477,HCT116,3-MA,0,0,1
Size,100.78271,HCT116,3-MA,0,0,2
Size,109.12796,HCT116,3-MA,0,0,3
Size,108.26587,HCT116,3-MA,0,0,4
Size,113.71699,HCT116,3-MA,0,0,5
Size,117.15568,HCT116,3-MA,0,0,6
Size,128.52973,HCT116,3-MA,0,0,7
Size,119.60739,HCT116,3-MA,0,0,8
Size,110.88904,HCT116,3-MA,0,0,9
Size,94.30746,HCT116,3-MA,0,0,10
Size,121.42043,HCT116,3-MA,0,0,11
Size,128.59303,HCT116,3-MA,0,0,12
Size,101.45844,HCT116,3-MA,0,50,1
Size,97.73318,HCT116,3-MA,0,50,2
Size,100.76573,HCT116,3-MA,0,50,3
Size,89.01183,HCT116,3-MA,0,50,4
Size,106.18889,HCT116,3-MA,0,50,5
Size,87.38492,HCT116,3-MA,0,50,6
Size,99.95728,HCT116,3-MA,0,50,7
Size,94.87988,HCT116,3-MA,0,50,8
Size,97.79388,HCT116,3-MA,0,50,9
Size,105.72577,HCT116,3-MA,0,50,10
Size,105.24212,HCT116,3-MA,0,50,11
Size,110.41157,HCT116,3-MA,0,50,12
Size,91.27399,HCT116,3-MA,0,75,1
Size,105.51661,HCT116,3-MA,0,75,2
Size,104.13412,HCT116,3-MA,0,75,3
Size,81.85054,HCT116,3-MA,0,75,4
Size,107.39436,HCT116,3-MA,0,75,5
Size,85.87067,HCT116,3-MA,0,75,6
Size,92.32964,HCT116,3-MA,0,75,7
Size,101.89899,HCT116,3-MA,0,75,8
Size,91.16471,HCT116,3-MA,0,75,9
Size,83.08404,HCT116,3-MA,0,75,10
Size,99.28068,HCT116,3-MA,0,75,11
Size,78.80681,HCT116,3-MA,0,75,12
Size,83.62764,HCT116,3-MA,2.5,0,1
Size,108.15746,HCT116,3-MA,2.5,0,2
Size,117.21907,HCT116,3-MA,2.5,0,3
Size,93.55082,HCT116,3-MA,2.5,0,4
Size,120.56409,HCT116,3-MA,2.5,0,5
Size,89.52056,HCT116,3-MA,2.5,0,6
Size,93.33064,HCT116,3-MA,2.5,0,7
Size,93.33813,HCT116,3-MA,2.5,0,8
Size,93.71226,HCT116,3-MA,2.5,0,9
Size,83.3586,HCT116,3-MA,2.5,0,10
Size,107.79254,HCT116,3-MA,2.5,0,11
Size,100.14635,HCT116,3-MA,2.5,0,12
Size,104.91088,HCT116,3-MA,2.5,50,1
Size,89.7155,HCT116,3-MA,2.5,50,2
Size,79.25179,HCT116,3-MA,2.5,50,3
Size,82.58041,HCT116,3-MA,2.5,50,4
Size,84.66199,HCT116,3-MA,2.5,50,5
Size,98.26765,HCT116,3-MA,2.5,50,6
Size,95.78871,HCT116,3-MA,2.5,50,7
Size,92.01651,HCT116,3-MA,2.5,50,8
Size,82.88499,HCT116,3-MA,2.5,50,9
Size,112.12903,HCT116,3-MA,2.5,50,10
Size,91.38899,HCT116,3-MA,2.5,50,11
Size,83.57158,HCT116,3-MA,2.5,50,12
Size,92.70135,HCT116,3-MA,2.5,75,1
Size,107.44132,HCT116,3-MA,2.5,75,2
Size,60.01746,HCT116,3-MA,2.5,75,3
Size,86.94516,HCT116,3-MA,2.5,75,4
Size,64.93101,HCT116,3-MA,2.5,75,5
Size,81.5557,HCT116,3-MA,2.5,75,6
Size,52.51787,HCT116,3-MA,2.5,75,7
Size,78.40661,HCT116,3-MA,2.5,75,8
Size,79.87603,HCT116,3-MA,2.5,75,9
Size,108.06546,HCT116,3-MA,2.5,75,10
Size,89.50716,HCT116,3-MA,2.5,75,11
Size,88.9971,HCT116,3-MA,2.5,75,12
Size,88.80506,HCT116,3-MA,5,0,1
Size,99.41301,HCT116,3-MA,5,0,2
Size,98.01678,HCT116,3-MA,5,0,3
Size,92.69352,HCT116,3-MA,5,0,4
Size,92.08502,HCT116,3-MA,5,0,5
Size,94.87647,HCT116,3-MA,5,0,6
Size,99.87624,HCT116,3-MA,5,0,7
Size,97.35854,HCT116,3-MA,5,0,8
Size,87.49648,HCT116,3-MA,5,0,9
Size,81.25969,HCT116,3-MA,5,0,10
Size,85.83031,HCT116,3-MA,5,0,11
Size,85.94621,HCT116,3-MA,5,0,12
Size,67.40772,HCT116,3-MA,5,50,1
Size,66.86,HCT116,3-MA,5,50,2
Size,94.47705,HCT116,3-MA,5,50,3
Size,55.06101,HCT116,3-MA,5,50,4
Size,89.69349,HCT116,3-MA,5,50,5
Size,75.60402,HCT116,3-MA,5,50,6
Size,78.3147,HCT116,3-MA,5,50,7
Size,95.52318,HCT116,3-MA,5,50,8
Size,87.4976,HCT116,3-MA,5,50,9
Size,67.56427,HCT116,3-MA,5,50,10
Size,81.12793,HCT116,3-MA,5,50,11
Size,52.88897,HCT116,3-MA,5,50,12
Size,69.06447,HCT116,3-MA,5,75,1
Size,82.43712,HCT116,3-MA,5,75,2
Size,72.27464,HCT116,3-MA,5,75,3
Size,65.61408,HCT116,3-MA,5,75,4
Size,61.57562,HCT116,3-MA,5,75,5
Size,61.58241,HCT116,3-MA,5,75,6
Size,90.93437,HCT116,3-MA,5,75,7
Size,79.13337,HCT116,3-MA,5,75,8
Size,66.78361,HCT116,3-MA,5,75,9
Size,68.0721,HCT116,3-MA,5,75,10
Size,75.82899,HCT116,3-MA,5,75,11
Size,79.07962,HCT116,3-MA,5,75,12
Size,107.68481,HCT116,CQ,0,0,1
Size,108.15729,HCT116,CQ,0,0,2
Size,120.48763,HCT116,CQ,0,0,3
Size,115.16978,HCT116,CQ,0,0,4
Size,90.44469,HCT116,CQ,0,0,5
Size,96.62523,HCT116,CQ,0,0,6
Size,121.93125,HCT116,CQ,0,0,7
Size,75.9619,HCT116,CQ,0,0,8
Size,106.90841,HCT116,CQ,0,0,9
Size,108.53329,HCT116,CQ,0,0,10
Size,104.5002,HCT116,CQ,0,0,11
Size,100.91659,HCT116,CQ,0,0,12
Size,88.80544,HCT116,CQ,0,50,1
Size,91.20673,HCT116,CQ,0,50,2
Size,110.5509,HCT116,CQ,0,50,3
Size,100.24776,HCT116,CQ,0,50,4
Size,81.33824,HCT116,CQ,0,50,5
Size,103.62933,HCT116,CQ,0,50,6
Size,105.22765,HCT116,CQ,0,50,7
Size,106.95166,HCT116,CQ,0,50,8
Size,88.84825,HCT116,CQ,0,50,9
Size,85.17382,HCT116,CQ,0,50,10
Size,94.86113,HCT116,CQ,0,50,11
Size,90.5709,HCT116,CQ,0,50,12
Size,101.16102,HCT116,CQ,0,75,1
Size,113.39248,HCT116,CQ,0,75,2
Size,99.15195,HCT116,CQ,0,75,3
Size,79.13972,HCT116,CQ,0,75,4
Size,114.44462,HCT116,CQ,0,75,5
Size,93.4679,HCT116,CQ,0,75,6
Size,90.2365,HCT116,CQ,0,75,7
Size,85.92958,HCT116,CQ,0,75,8
Size,89.77524,HCT116,CQ,0,75,9
Size,87.27039,HCT116,CQ,0,75,10
Size,98.18974,HCT116,CQ,0,75,11
Size,100.08675,HCT116,CQ,0,75,12
Size,99.48594,HCT116,CQ,2.5,0,1
Size,103.02328,HCT116,CQ,2.5,0,2
Size,93.47938,HCT116,CQ,2.5,0,3
Size,88.6402,HCT116,CQ,2.5,0,4
Size,109.19184,HCT116,CQ,2.5,0,5
Size,90.10686,HCT116,CQ,2.5,0,6
Size,95.61704,HCT116,CQ,2.5,0,7
Size,104.90781,HCT116,CQ,2.5,0,8
Size,94.25875,HCT116,CQ,2.5,0,9
Size,97.27333,HCT116,CQ,2.5,0,10
Size,98.11004,HCT116,CQ,2.5,0,11
Size,91.95446,HCT116,CQ,2.5,0,12
Size,106.30959,HCT116,CQ,2.5,50,1
Size,101.39598,HCT116,CQ,2.5,50,2
Size,72.32242,HCT116,CQ,2.5,50,3
Size,88.24618,HCT116,CQ,2.5,50,4
Size,99.05926,HCT116,CQ,2.5,50,5
Size,99.47857,HCT116,CQ,2.5,50,6
Size,81.21838,HCT116,CQ,2.5,50,7
Size,69.20037,HCT116,CQ,2.5,50,8
Size,90.87059,HCT116,CQ,2.5,50,9
Size,96.31518,HCT116,CQ,2.5,50,10
Size,88.8078,HCT116,CQ,2.5,50,11
Size,87.73614,HCT116,CQ,2.5,50,12
Size,96.41106,HCT116,CQ,2.5,75,1
Size,91.86044,HCT116,CQ,2.5,75,2
Size,66.27352,HCT116,CQ,2.5,75,3
Size,82.35024,HCT116,CQ,2.5,75,4
Size,55.55344,HCT116,CQ,2.5,75,5
Size,83.00765,HCT116,CQ,2.5,75,6
Size,101.41289,HCT116,CQ,2.5,75,7
Size,83.61596,HCT116,CQ,2.5,75,8
Size,69.01768,HCT116,CQ,2.5,75,9
Size,99.8655,HCT116,CQ,2.5,75,10
Size,68.80938,HCT116,CQ,2.5,75,11
Size,77.14425,HCT116,CQ,2.5,75,12
Size,90.86409,HCT116,CQ,5,0,1
Size,79.71089,HCT116,CQ,5,0,2
Size,95.51153,HCT116,CQ,5,0,3
Size,105.18252,HCT116,CQ,5,0,4
Size,99.26935,HCT116,CQ,5,0,5
Size,102.2084,HCT116,CQ,5,0,6
Size,102.38043,HCT116,CQ,5,0,7
Size,89.9725,HCT116,CQ,5,0,8
Size,89.96859,HCT116,CQ,5,0,9
Size,105.55792,HCT116,CQ,5,0,10
Size,90.61557,HCT116,CQ,5,0,11
Size,93.58218,HCT116,CQ,5,0,12
Size,82.46671,HCT116,CQ,5,50,1
Size,79.71112,HCT116,CQ,5,50,2
Size,77.4619,HCT116,CQ,5,50,3
Size,89.31065,HCT116,CQ,5,50,4
Size,74.8538,HCT116,CQ,5,50,5
Size,75.41006,HCT116,CQ,5,50,6
Size,85.4295,HCT116,CQ,5,50,7
Size,74.97808,HCT116,CQ,5,50,8
Size,91.62684,HCT116,CQ,5,50,9
Size,89.93507,HCT116,CQ,5,50,10
Size,63.849,HCT116,CQ,5,50,11
Size,76.35088,HCT116,CQ,5,50,12
Size,62.75237,HCT116,CQ,5,75,1
Size,76.38265,HCT116,CQ,5,75,2
Size,65.4287,HCT116,CQ,5,75,3
Size,72.6923,HCT116,CQ,5,75,4
Size,94.7092,HCT116,CQ,5,75,5
Size,72.82511,HCT116,CQ,5,75,6
Size,63.52527,HCT116,CQ,5,75,7
Size,64.52217,HCT116,CQ,5,75,8
Size,71.87099,HCT116,CQ,5,75,9
Size,62.6336,HCT116,CQ,5,75,10
Size,92.15167,HCT116,CQ,5,75,11
Size,62.77572,HCT116,CQ,5,75,12
Size,121.43925,HT29,None,0,0,1
Size,101.92098,HT29,None,0,0,2
Size,124.5611,HT29,None,0,0,3
Size,116.20667,HT29,None,0,0,4
Size,110.924,HT29,None,0,0,5
Size,127.21402,HT29,None,0,0,6
Size,115.5159,HT29,None,0,0,7
Size,99.15079,HT29,None,0,0,8
Size,128.22775,HT29,None,0,0,9
Size,125.00789,HT29,None,0,0,10
Size,127.17515,HT29,None,0,0,11
Size,122.93399,HT29,None,0,0,12
Size,112.75081,HT29,None,0,50,1
Size,117.89974,HT29,None,0,50,2
Size,117.2747,HT29,None,0,50,3
Size,106.65433,HT29,None,0,50,4
Size,115.83525,HT29,None,0,50,5
Size,95.43818,HT29,None,0,50,6
Size,135.44078,HT29,None,0,50,7
Size,128.50622,HT29,None,0,50,8
Size,101.99571,HT29,None,0,50,9
Size,104.72501,HT29,None,0,50,10
Size,107.09487,HT29,None,0,50,11
Size,114.72148,HT29,None,0,50,12
Size,115.97938,HT29,None,0,75,1
Size,108.47909,HT29,None,0,75,2
Size,117.94251,HT29,None,0,75,3
Size,98.72129,HT29,None,0,75,4
Size,108.38897,HT29,None,0,75,5
Size,91.95045,HT29,None,0,75,6
Size,110.5672,HT29,None,0,75,7
Size,111.11975,HT29,None,0,75,8
Size,102.27373,HT29,None,0,75,9
Size,106.87013,HT29,None,0,75,10
Size,112.44299,HT29,None,0,75,11
Size,108.35123,HT29,None,0,75,12
Size,119.66764,HT29,None,2.5,0,1
Size,118.13446,HT29,None,2.5,0,2
Size,128.19557,HT29,None,2.5,0,3
Size,116.98724,HT29,None,2.5,0,4
Size,101.6787,HT29,None,2.5,0,5
Size,123.48589,HT29,None,2.5,0,6
Size,116.56094,HT29,None,2.5,0,7
Size,121.3677,HT29,None,2.5,0,8
Size,119.14077,HT29,None,2.5,0,9
Size,124.91118,HT29,None,2.5,0,10
Size,123.31481,HT29,None,2.5,0,11
Size,104.55863,HT29,None,2.5,0,12
Size,112.39164,HT29,None,2.5,50,1
Size,121.95664,HT29,None,2.5,50,2
Size,115.172,HT29,None,2.5,50,3
Size,101.87366,HT29,None,2.5,50,4
Size,101.87678,HT29,None,2.5,50,5
Size,116.77279,HT29,None,2.5,50,6
Size,130.66396,HT29,None,2.5,50,7
Size,123.93419,HT29,None,2.5,50,8
Size,81.00382,HT29,None,2.5,50,9
Size,123.21263,HT29,None,2.5,50,10
Size,88.37505,HT29,None,2.5,50,11
Size,119.22391,HT29,None,2.5,50,12
Size,85.82138,HT29,None,2.5,75,1
Size,77.20527,HT29,None,2.5,75,2
Size,108.8526,HT29,None,2.5,75,3
Size,100.5976,HT29,None,2.5,75,4
Size,112.05675,HT29,None,2.5,75,5
Size,120.11141,HT29,None,2.5,75,6
Size,94.43077,HT29,None,2.5,75,7
Size,105.22235,HT29,None,2.5,75,8
Size,108.53148,HT29,None,2.5,75,9
Size,94.3576,HT29,None,2.5,75,10
Size,94.45052,HT29,None,2.5,75,11
Size,104.20039,HT29,None,2.5,75,12
Size,98.96532,HT29,None,5,0,1
Size,80.35462,HT29,None,5,0,2
Size,119.23274,HT29,None,5,0,3
Size,97.64272,HT29,None,5,0,4
Size,92.49794,HT29,None,5,0,5
Size,114.40997,HT29,None,5,0,6
Size,133.28726,HT29,None,5,0,7
Size,124.12884,HT29,None,5,0,8
Size,117.88328,HT29,None,5,0,9
Size,106.99998,HT29,None,5,0,10
Size,117.57725,HT29,None,5,0,11
Size,88.73836,HT29,None,5,0,12
Size,81.59756,HT29,None,5,50,1
Size,87.64059,HT29,None,5,50,2
Size,110.0221,HT29,None,5,50,3
Size,96.40033,HT29,None,5,50,4
Size,83.80523,HT29,None,5,50,5
Size,107.23858,HT29,None,5,50,6
Size,100.07111,HT29,None,5,50,7
Size,99.19855,HT29,None,5,50,8
Size,89.12243,HT29,None,5,50,9
Size,82.25315,HT29,None,5,50,10
Size,104.23534,HT29,None,5,50,11
Size,97.48858,HT29,None,5,50,12
Size,96.57584,HT29,None,5,75,1
Size,105.32111,HT29,None,5,75,2
Size,93.27266,HT29,None,5,75,3
Size,84.02117,HT29,None,5,75,4
Size,96.40383,HT29,None,5,75,5
Size,93.50473,HT29,None,5,75,6
Size,87.64089,HT29,None,5,75,7
Size,100.2399,HT29,None,5,75,8
Size,80.0771,HT29,None,5,75,9
Size,84.35001,HT29,None,5,75,10
Size,88.98509,HT29,None,5,75,11
Size,79.46005,HT29,None,5,75,12
Size,106.45636,HT29,3-MA,0,0,1
Size,120.99625,HT29,3-MA,0,0,2
Size,119.62157,HT29,3-MA,0,0,3
Size,114.93912,HT29,3-MA,0,0,4
Size,128.7221,HT29,3-MA,0,0,5
Size,115.62263,HT29,3-MA,0,0,6
Size,108.49688,HT29,3-MA,0,0,7
Size,116.44667,HT29,3-MA,0,0,8
Size,107.3994,HT29,3-MA,0,0,9
Size,119.16707,HT29,3-MA,0,0,10
Size,119.40882,HT29,3-MA,0,0,11
Size,132.24739,HT29,3-MA,0,0,12
Size,102.15297,HT29,3-MA,0,50,1
Size,92.47062,HT29,3-MA,0,50,2
Size,131.5573,HT29,3-MA,0,50,3
Size,109.17771,HT29,3-MA,0,50,4
Size,107.31604,HT29,3-MA,0,50,5
Size,121.51555,HT29,3-MA,0,50,6
Size,128.11359,HT29,3-MA,0,50,7
Size,105.2899,HT29,3-MA,0,50,8
Size,113.68002,HT29,3-MA,0,50,9
Size,115.23058,HT29,3-MA,0,50,10
Size,116.44186,HT29,3-MA,0,50,11
Size,113.37204,HT29,3-MA,0,50,12
Size,98.64651,HT29,3-MA,0,75,1
Size,88.63944,HT29,3-MA,0,75,2
Size,100.26717,HT29,3-MA,0,75,3
Size,105.75565,HT29,3-MA,0,75,4
Size,88.83991,HT29,3-MA,0,75,5
Size,98.90671,HT29,3-MA,0,75,6
Size,102.18112,HT29,3-MA,0,75,7
Size,121.56006,HT29,3-MA,0,75,8
Size,89.43853,HT29,3-MA,0,75,9
Size,104.63998,HT29,3-MA,0,75,10
Size,99.31014,HT29,3-MA,0,75,11
Size,86.59401,HT29,3-MA,0,75,12
Size,107.21588,HT29,3-MA,2.5,0,1
Size,136.22086,HT29,3-MA,2.5,0,2
Size,117.15371,HT29,3-MA,2.5,0,3
Size,113.73108,HT29,3-MA,2.5,0,4
Size,109.81702,HT29,3-MA,2.5,0,5
Size,121.24236,HT29,3-MA,2.5,0,6
Size,84.9421,HT29,3-MA,2.5,0,7
Size,124.07314,HT29,3-MA,2.5,0,8
Size,88.14606,HT29,3-MA,2.5,0,9
Size,122.31177,HT29,3-MA,2.5,0,10
Size,121.39993,HT29,3-MA,2.5,0,11
Size,128.02936,HT29,3-MA,2.5,0,12
Size,114.849,HT29,3-MA,2.5,50,1
Size,94.93468,HT29,3-MA,2.5,50,2
Size,103.03017,HT29,3-MA,2.5,50,3
Size,78.56709,HT29,3-MA,2.5,50,4
Size,88.14624,HT29,3-MA,2.5,50,5
Size,115.95744,HT29,3-MA,2.5,50,6
Size,92.50108,HT29,3-MA,2.5,50,7
Size,124.19015,HT29,3-MA,2.5,50,8
Size,116.25239,HT29,3-MA,2.5,50,9
Size,87.46766,HT29,3-MA,2.5,50,10
Size,98.25058,HT29,3-MA,2.5,50,11
Size,109.10465,HT29,3-MA,2.5,50,12
Size,82.13572,HT29,3-MA,2.5,75,1
Size,95.50158,HT29,3-MA,2.5,75,2
Size,86.80987,HT29,3-MA,2.5,75,3
Size,109.74617,HT29,3-MA,2.5,75,4
Size,93.25365,HT29,3-MA,2.5,75,5
Size,86.96412,HT29,3-MA,2.5,75,6
Size,107.73137,HT29,3-MA,2.5,75,7
Size,86.42529,HT29,3-MA,2.5,75,8
Size,93.76985,HT29,3-MA,2.5,75,9
Size,101.06314,HT29,3-MA,2.5,75,10
Size,89.28554,HT29,3-MA,2.5,75,11
Size,79.09868,HT29,3-MA,2.5,75,12
Size,109.67806,HT29,3-MA,5,0,1
Size,99.71679,HT29,3-MA,5,0,2
Size,113.49626,HT29,3-MA,5,0,3
Size,104.90935,HT29,3-MA,5,0,4
Size,99.38487,HT29,3-MA,5,0,5
Size,121.3076,HT29,3-MA,5,0,6
Size,107.55168,HT29,3-MA,5,0,7
Size,108.277,HT29,3-MA,5,0,8
Size,120.4722,HT29,3-MA,5,0,9
Size,84.0347,HT29,3-MA,5,0,10
Size,91.57936,HT29,3-MA,5,0,11
Size,116.2704,HT29,3-MA,5,0,12
Size,105.39745,HT29,3-MA,5,50,1
Size,74.25913,HT29,3-MA,5,50,2
Size,94.79985,HT29,3-MA,5,50,3
Size,70.74789,HT29,3-MA,5,50,4
Size,89.67174,HT29,3-MA,5,50,5
Size,86.33435,HT29,3-MA,5,50,6
Size,84.21309,HT29,3-MA,5,50,7
Size,85.7694,HT29,3-MA,5,50,8
Size,98.5824,HT29,3-MA,5,50,9
Size,96.05862,HT29,3-MA,5,50,10
Size,72.59492,HT29,3-MA,5,50,11
Size,84.26497,HT29,3-MA,5,50,12
Size,97.42977,HT29,3-MA,5,75,1
Size,81.06799,HT29,3-MA,5,75,2
Size,76.86413,HT29,3-MA,5,75,3
Size,55.16623,HT29,3-MA,5,75,4
Size,85.28636,HT29,3-MA,5,75,5
Size,98.03511,HT29,3-MA,5,75,6
Size,79.17804,HT29,3-MA,5,75,7
Size,75.52276,HT29,3-MA,5,75,8
Size,80.18688,HT29,3-MA,5,75,9
Size,67.14486,HT29,3-MA,5,75,10
Size,91.24387,HT29,3-MA,5,75,11
Size,92.61993,HT29,3-MA,5,75,12
Size,136.14281,HT29,CQ,0,0,1
